timestamp	downloadMbps	uploadMbps
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
1900-01-01T00:00:00.000000Z	nan	nan
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
2017-06-24T18:35:33.742058Z	10.5350781345	1.28396701589
